Cluster,Income,Age,Total_Spending,Total_Children,Recency,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth,Customer_Days,Customer_Count
0,35163.28803827751,52.282296650717704,99.26028708133971,1.2363636363636363,49.43636363636364,2.126315789473684,3.228708133971292,6.444976076555024,321.0181818181818,1045
1,75627.70603448276,55.45862068965517,1382.1706896551725,0.19137931034482758,49.59137931034483,5.227586206896552,8.313793103448276,2.872413793103448,360.78275862068966,580
2,58193.681669394435,59.58592471358429,735.8428805237315,1.1833060556464812,48.11783960720131,6.360065466448445,7.795417348608838,5.715220949263503,403.1407528641571,611
